Genome	Completeness (%)	Contamination (%)	G+C (%)	Genome size (bp)	97% ANI cluster representative	Named subclade	Clade name	genome_acc	biosample_accession
Alphaproteobacteria_bog_918	90.08	1.57	62.1923568298017	4483853	73.20120600_S3D.22	NA	NA	PMFK00000000	SAMN08179688
Alphaproteobacteria_bog_919	86.2	4.02	67.4605505227171	4250116	73.20120700_S1D.96	NA	NA	PMFJ00000000	SAMN08179689
Alphaproteobacteria_bog_920	71.45	0.94	58.412219522004	3201325	73.20120800_S3M.30	NA	NA	PMEX00000000	SAMN08179701
Alphaproteobacteria_bog_930	77.94	2.99	67.1456860334051	3909985	73.20120700_S1D.208	NA	NA	PLTJ00000000	SAMN08179948
Alphaproteobacteria_bog_931	84.63	4.27	62.4764856297901	4559902	73.20120700_S1D.242	NA	NA	PLTE00000000	SAMN08179954
Alphaproteobacteria_bog_932	93.21	2.11	59.2160965131386	5194160	73.20120700_S1D.243	NA	NA	PLTD00000000	SAMN08179955
Alphaproteobacteria_bog_933	88.89	2.46	65.6186456716218	4219414	73.20120700_S1D.247	NA	NA	PLTC00000000	SAMN08179956
Alphaproteobacteria_bog_934	78.47	2.53	64.3526279573468	6936615	73.20120700_S1D.260	NA	NA	PLSZ00000000	SAMN08179959
Alphaproteobacteria_bog_935	87.69	3.52	68.3099423858867	4969099	73.20120700_S1D.278	NA	NA	PLSW00000000	SAMN08179962
Alphaproteobacteria_bog_936	76.16	9.48	62.6958120781388	5134266	73.20120700_S1D.371	NA	NA	PLSL00000000	SAMN08179973
Alphaproteobacteria_bog_937	98.94	2.11	61.0662971211328	4415081	73.20120700_S1D.55	NA	NA	PLSD00000000	SAMN08179981
Alphaproteobacteria_bog_938	97.13	2.94	65.4351553027965	3435177	73.20120700_S1D.89	NA	NA	PLRV00000000	SAMN08179989
Alphaproteobacteria_bog_939	84.83	2.14	68.0214882671287	3798538	73.20120700_S1D.96	NA	NA	PLRT00000000	SAMN08179991
Alphaproteobacteria_bog_940	75.53	1.58	61.1183234683536	3896085	73.20120700_S1D.55	NA	NA	PLJZ00000000	SAMN08180194
Alphaproteobacteria_bog_941	89.52	2.98	62.0712312978403	4461705	73.20120600_S3D.22	NA	NA	PLVF00000000	SAMN08180231
Alphaproteobacteria_bog_942	88.21	2.19	58.2190889301094	4358747	73.20120800_S3M.30	NA	NA	PLUZ00000000	SAMN08180237
Alphaproteobacteria_fen_915	87.56	2.32	62.8919446908801	3126225	73.20120600_E2D.155	NA	NA	PMKE00000000	SAMN08179561
Alphaproteobacteria_fen_921	88.81	2.06	62.0742652794147	4770234	73.20120700_E3M.239	NA	NA	PMBZ00000000	SAMN08179780
Alphaproteobacteria_palsa_881	71.05	2.52	67.2497510156563	1908427	73.20110600_P1M.35	NA	NA	PMOM00000000	SAMN08178785
Alphaproteobacteria_palsa_883	89.11	4.89	66.2335814993475	7511789	73.20120700_P3D.41	NA	NA	PMTH00000000	SAMN08178912
Alphaproteobacteria_palsa_884	70.84	2.28	65.0036342231087	4246893	73.20120700_P3S.3	NA	NA	PMUG00000000	SAMN08178938
Alphaproteobacteria_palsa_885	74.63	1.19	60.9206866394737	4201590	73.20120500_P31.7	NA	NA	PMUU00000000	SAMN08178952
Alphaproteobacteria_palsa_887	83.96	2.28	64.2321323116445	2776534	73.20111000_P3M.42	NA	NA	PNAF00000000	SAMN08179098
Alphaproteobacteria_palsa_888	74.51	1	60.5036860434568	3300495	73.20110800_P1D.41	NA	NA	PNAI00000000	SAMN08179101
Alphaproteobacteria_palsa_889	73.88	1.16	62.1986475296268	2471117	73.20110800_P1M.35	NA	NA	PNAL00000000	SAMN08179104
Alphaproteobacteria_palsa_890	70.9	1.37	64.6367969443279	2229220	73.20111000_P3M.42	NA	NA	PNAW00000000	SAMN08179115
Alphaproteobacteria_palsa_891	88	5.25	59.0273996070987	5752549	73.20110800_P1D.41	NA	NA	PNAY00000000	SAMN08179117
Alphaproteobacteria_palsa_892	91.81	1.05	61.5379541556162	2987431	73.20110800_P1M.35	NA	NA	PLJU00000000	SAMN08179119
Alphaproteobacteria_palsa_893	86.24	4.69	62.7080929003067	4151328	73.20110800_P1M.3	NA	NA	PNAX00000000	SAMN08179116
Alphaproteobacteria_palsa_894	91.02	2.73	64.3623688740682	6072974	73.20110800_P1M.44	NA	NA	PLJS00000000	SAMN08179121
Alphaproteobacteria_palsa_895	95.35	0.01	60.9268494846471	4645474	73.20110800_P1S.8	NA	NA	PLJH00000000	SAMN08179132
Alphaproteobacteria_palsa_896	78.64	1.39	61.0675700833246	3912611	73.20110800_P1S.8	NA	NA	PLIV00000000	SAMN08179144
Alphaproteobacteria_palsa_901	93.85	3.7	68.213196780975	4912570	73.20111000_P1D.30	NA	NA	PLEH00000000	SAMN08179265
Alphaproteobacteria_palsa_902	83.59	0.87	61.1246242974755	4207092	73.20110800_P1S.8	NA	NA	PLDS00000000	SAMN08179281
Alphaproteobacteria_palsa_903	78.14	0.6	64.1069624268628	2558545	73.20111000_P3M.42	NA	NA	PLCR00000000	SAMN08179309
Alphaproteobacteria_palsa_904	88.44	1.74	64.4464718718105	2679753	73.20111000_P3M.42	NA	NA	PLBV00000000	SAMN08179332
Alphaproteobacteria_palsa_905	93.21	0.63	61.8280934332894	2995077	73.20111000_P3M.64	NA	NA	PLBP00000000	SAMN08179339
Alphaproteobacteria_palsa_910	79.6	1.82	63.3100801244479	3433387	73.20120500_P27.1	NA	NA	PKXB00000000	SAMN08179459
Alphaproteobacteria_palsa_911	88.31	2.2	66.2572602989701	4332218	73.20120500_P28.34	NA	NA	PKWQ00000000	SAMN08179470
Alphaproteobacteria_palsa_912	77.47	0.38	65.1472303843319	4687488	73.20120700_P3S.3	NA	NA	PKWI00000000	SAMN08179478
Alphaproteobacteria_palsa_913	88.44	0.43	60.8013458750652	4669788	73.20120500_P31.7	NA	NA	PKWG00000000	SAMN08179480
Alphaproteobacteria_palsa_914	87.58	2.12	61.4493758284077	3791325	73.20120500_P32.15	NA	NA	PKWC00000000	SAMN08179484
Alphaproteobacteria_palsa_922	91.15	4.01	62.1678817776312	4752134	73.20120700_P2D.6	NA	NA	PMAF00000000	SAMN08179826
Alphaproteobacteria_palsa_923	87.43	5.87	61.5117957218182	5952348	73.20120700_P3D.113	NA	NA	PLZT00000000	SAMN08179838
Alphaproteobacteria_palsa_924	87.39	2.11	65.0881535336256	5616185	73.20120700_P3D.255	NA	NA	PLYQ00000000	SAMN08179868
Alphaproteobacteria_palsa_925	97.07	2.27	66.3367319436671	7748290	73.20120700_P3D.41	NA	NA	PLXO00000000	SAMN08179896
Alphaproteobacteria_palsa_926	71.93	4.14	51.6253336471886	2605518	73.20120700_P3D.447	NA	NA	PLXM00000000	SAMN08179898
Alphaproteobacteria_palsa_927	82.21	2.4	51.6698873246184	2590338	73.20120700_P3D.467	NA	NA	PLXI00000000	SAMN08179902
Alphaproteobacteria_palsa_928	79.02	1.8	63.9467696045089	2728597	73.20111000_P3M.42	NA	NA	PLWU00000000	SAMN08179916
Alphaproteobacteria_palsa_929	84.5	0.87	65.1119109390182	4857505	73.20120700_P3S.3	NA	NA	PLUH00000000	SAMN08179924
Armatimonadetes_bog_944	88.99	0.93	53.2261228609012	3635374	73.20111000_S2S.23	NA	NA	PLAD00000000	SAMN08179378
Armatimonadetes_fen_943	88.22	1.94	66.0962107891094	6449855	73.20110800_E3D.109	NA	NA	PMZA00000000	SAMN08179066
Bacteroidetes_bog_950	94.33	1.01	42.6168439308404	5653252	73.20110700_S3M.57	NA	NA	PMXD00000000	SAMN08179015
Bacteroidetes_bog_972	77.5	1.51	42.7191131226322	5005137	73.20110700_S3M.57	NA	NA	PLUG00000000	SAMN08179925
Bacteroidetes_bog_973	70.13	0.49	44.363305640215	2899254	73.20120700_S1D.351	NA	NA	PLSN00000000	SAMN08179971
Bacteroidetes_bog_985	78.33	0.25	42.8167423418533	5003736	73.20110700_S3M.57	NA	NA	PLWA00000000	SAMN08180209
Bacteroidetes_fen_945	86.54	1.77	38.1050668230071	4481690	73.20100900_E3D.41	NA	NA	PMNI00000000	SAMN08178755
Bacteroidetes_fen_946	81.27	3.49	38.1794801844348	3731013	73.20100900_E3D.43	NA	NA	PMNJ00000000	SAMN08178756
Bacteroidetes_fen_951	86.31	1.19	41.7026845843734	3164613	73.20120700_E3M.88	NA	NA	PMZV00000000	SAMN08179088
Bacteroidetes_fen_956	86.33	4.57	38.8972207951392	4728442	73.20120600_E3D.46	NA	NA	PMIL00000000	SAMN08179607
Bacteroidetes_fen_957	98.87	5.17	37.805925446572	5205832	73.20100900_E3D.41	NA	NA	PMIJ00000000	SAMN08179609
Bacteroidetes_fen_958	78.64	4.03	41.5000266457421	2725078	73.20120600_E3D.83	NA	NA	PMIG00000000	SAMN08179612
Bacteroidetes_fen_959	96.46	1.9	37.9762534332737	3945939	73.20120800_E1X.13	NA	NA	PMEL00000000	SAMN08179714
Bacteroidetes_fen_960	84.33	1.88	41.709617312383	3133634	73.20120700_E3M.88	NA	NA	PMED00000000	SAMN08179722
Bacteroidetes_fen_961	90.24	2.78	38.4372523150703	3196023	73.20120700_E2X.114	NA	NA	PMEC00000000	SAMN08179723
Bacteroidetes_fen_962	73.8	6.72	39.4071254142118	5412775	73.20120700_E2X.150	NA	NA	PMDY00000000	SAMN08179727
Bacteroidetes_fen_963	78.39	3.76	38.9350148879781	4433535	73.20120600_E3D.46	NA	NA	PMBO00000000	SAMN08179791
Bacteroidetes_fen_964	93.21	2.38	41.6254150016898	3327158	73.20120700_E3M.88	NA	NA	PMBC00000000	SAMN08179803
Bacteroidetes_fen_974	98.79	2.14	38.0070902498343	4010930	73.20120800_E1X.13	NA	NA	PLNT00000000	SAMN08180096
Bacteroidetes_fen_975	93.49	6.63	38.1064938701656	4844384	73.20120800_E3D.18	NA	NA	PLNJ00000000	SAMN08180106
Bacteroidetes_fen_976	90.49	4.29	38.1589538582962	3700549	73.20120800_E2D.36	NA	NA	PLNF00000000	SAMN08180110
Bacteroidetes_fen_977	95.71	3.1	41.588948549299	3735678	73.20120800_E3X.31	NA	NA	PLMT00000000	SAMN08180122
Bacteroidetes_fen_978	90.41	9.68	37.6069943649896	5416427	73.20120800_E3S.44	NA	NA	PLMP00000000	SAMN08180126
Bacteroidetes_fen_979	89.96	0.86	43.7979999126599	2864732	73.20120800_E2X.55	NA	NA	PLMO00000000	SAMN08180127
Bacteroidetes_fen_980	94.77	2.86	38.0436002518471	4822093	73.20120800_E3D.18	NA	NA	PLML00000000	SAMN08180130
Bacteroidetes_fen_981	74.43	2.38	41.8870087014934	2890320	73.20120800_E3X.31	NA	NA	PLLZ00000000	SAMN08180142
Bacteroidetes_fen_982	91.65	3.25	38.1989981460861	3514086	73.20120800_E3S.3	NA	NA	PLMC00000000	SAMN08180139
Bacteroidetes_fen_983	92.3	3.33	37.4559634675667	5256546	73.20120800_E3S.44	NA	NA	PLLX00000000	SAMN08180144
Bacteroidetes_fen_984	97.62	2.14	41.7476381637343	3729174	73.20120800_E3X.31	NA	NA	PLLO00000000	SAMN08180153
Bacteroidetes_palsa_947	98.77	0.49	44.0844549829137	4301747	73.20110700_P1S.19	NA	NA	PMSV00000000	SAMN08178900
Bacteroidetes_palsa_948	79.43	1.11	36.9364137904782	2680648	73.20120700_P3D.99	NA	NA	PMTN00000000	SAMN08178919
Bacteroidetes_palsa_949	86.61	1.89	52.3631754032767	5750349	73.20110700_P2S.20	NA	NA	PMUF00000000	SAMN08178937
Bacteroidetes_palsa_952	81.32	3.34	44.2254916000145	3569438	73.20111000_P1M.22	NA	NA	PLJB00000000	SAMN08179138
Bacteroidetes_palsa_953	77.84	1.81	44.4579216323146	3060782	73.20111000_P1M.22	NA	NA	PLEB00000000	SAMN08179272
Bacteroidetes_palsa_954	71.11	2.6	41.823714957097	3914689	73.20111000_P3M.131	NA	NA	PLCH00000000	SAMN08179320
Bacteroidetes_palsa_955	80.54	0.9	37.2236885412159	3964666	73.20120500_P16.21	NA	NA	PKYU00000000	SAMN08179414
Bacteroidetes_palsa_965	94.95	0.95	43.245616306176	4018676	73.20120700_P3D.249	NA	NA	PLYR00000000	SAMN08179867
Bacteroidetes_palsa_966	71.67	0.48	34.5817637877829	2525747	73.20120700_P3D.266	NA	NA	PLYN00000000	SAMN08179871
Bacteroidetes_palsa_967	97.38	4.76	40.0931522584474	4608047	73.20120700_P3D.283	NA	NA	PLYJ00000000	SAMN08179875
Bacteroidetes_palsa_968	98.57	7.62	36.5133332737992	4143903	73.20120700_P3D.322	NA	NA	PLYA00000000	SAMN08179884
Bacteroidetes_palsa_969	88.81	1.67	45.5224612829485	4312389	73.20120700_P3D.455	NA	NA	PLXK00000000	SAMN08179900
Bacteroidetes_palsa_970	72.6	3.45	48.296315259722	4346058	73.20120700_P3D.501	NA	NA	PLXD00000000	SAMN08179907
Bacteroidetes_palsa_971	98.48	0.48	37.3376530387557	3247300	73.20120700_P3D.99	NA	NA	PLUL00000000	SAMN08179920
Bathyarchaeota_bog_990	98.6	7.48	40.3255285879893	3264811	73.20120700_S1D.254	NA	NA	PLTA00000000	SAMN08179958
Bathyarchaeota_bog_991	95.72	5.61	42.9346474206107	3164738	73.20120700_S1D.335	NA	NA	PLSP00000000	SAMN08179969
Bathyarchaeota_fen_987	76.38	2.91	49.9603443344436	2711891	73.20120700_E3M.383	NA	NA	PMBQ00000000	SAMN08179789
Bathyarchaeota_fen_988	74.59	5.14	43.5726803598215	2065301	73.20120700_E3M.97	NA	NA	PMAZ00000000	SAMN08179806
Bathyarchaeota_fen_992	96.26	5.14	44.3196718948881	2394173	73.20120800_E1X.15	NA	NA	PLNS00000000	SAMN08180097
Bathyarchaeota_fen_993	91.52	7.01	44.3409236392257	2369190	73.20120800_E1X.15	NA	NA	PLLN00000000	SAMN08180154
Bathyarchaeota_palsa_986	95.33	7.94	42.8054617814485	2545071	73.20120500_P19.30	NA	NA	PKYH00000000	SAMN08179427
Bathyarchaeota_palsa_989	99.07	6.07	42.3246260216427	3506105	73.20120700_P3D.286	NA	NA	PLYI00000000	SAMN08179876
Betaproteobacteria_bog_994	95.55	2.21	64.8457777298198	4859201	73.20110800_S3S.32	NA	NA	PLEY00000000	SAMN08179248
Betaproteobacteria_fen_1000	84.98	2.77	62.2860510466893	3603599	73.20120600_E3D.84	NA	NA	PMIF00000000	SAMN08179613
Betaproteobacteria_fen_1001	72.7	4.08	62.4163242009838	3245784	73.20120600_E3D.84	NA	NA	PMBD00000000	SAMN08179802
Betaproteobacteria_fen_999	80.96	4.24	62.0184224384965	3454801	73.20120600_E3D.60	NA	NA	PMIH00000000	SAMN08179611
Betaproteobacteria_palsa_1002	90.96	2.78	66.6591845557279	5360281	73.20120700_P3D.169	NA	NA	PLZH00000000	SAMN08179851
Betaproteobacteria_palsa_1003	78.45	5.16	65.0867194931212	3261025	73.20120700_P3D.240	NA	NA	PLYT00000000	SAMN08179865
Betaproteobacteria_palsa_1004	88.62	2.36	60.8259771410968	6693866	73.20120700_P3D.248	NA	NA	PLYS00000000	SAMN08179866
Betaproteobacteria_palsa_1005	74.09	2.76	62.1849177946392	4871117	73.20120700_P3D.296	NA	NA	PLYG00000000	SAMN08179878
Betaproteobacteria_palsa_1006	82.15	6.38	50.8624719645638	3386394	73.20120700_P3D.316	NA	NA	PLYB00000000	SAMN08179883
Betaproteobacteria_palsa_1007	96.87	0.5	54.2436707216818	2752790	73.20120700_P3D.7	NA	NA	PLWV00000000	SAMN08179915
Betaproteobacteria_palsa_995	93.64	5.34	54.4569828910873	2795462	73.20111000_P3M.48	NA	NA	PLBS00000000	SAMN08179335
Betaproteobacteria_palsa_996	71.85	2.12	55.5737504874432	3771660	73.20120500_P28.43	NA	NA	PKWO00000000	SAMN08179472
Betaproteobacteria_palsa_997	95.95	0.36	57.9290062039096	2938909	73.20120500_P28.7	NA	NA	PKWM00000000	SAMN08179474
Betaproteobacteria_palsa_998	97.24	2.4	57.7307491682911	5743645	73.20120500_P28.8	NA	NA	PKWL00000000	SAMN08179475
Caldiserica_fen_1008	87.11	1.79	56.8664442689854	1985677	73.20110800_E2D.8	NA	NA	PMYP00000000	SAMN08179055
Caldiserica_fen_1009	87.5	0	57.1503363772759	1936323	73.20110800_E3D.12	NA	NA	PMZD00000000	SAMN08179070
Caldiserica_fen_1011	83.93	0	57.2344483751079	1844642	73.20110800_E3D.12	NA	NA	PMAV00000000	SAMN08179810
Caldiserica_fen_1012	90.42	3.57	57.167006363687	1886883	73.20110800_E3D.12	NA	NA	PLLK00000000	SAMN08180157
Caldiserica_fen_1013	83.28	0	57.2865487792409	1487053	73.20120800_E3X.8	NA	NA	PLLB00000000	SAMN08180166
Caldiserica_palsa_1010	84.82	3.9	56.5068239187798	1716209	73.20110800_E2D.8	NA	NA	PKWX00000000	SAMN08179463
Chlamydiae_bog_1457	72.41	0.68	45.631342966275	3243608	73.20120700_S1D.416	NA	NA	PLSG00000000	SAMN08179978
Chlamydiae_fen_1388	82.94	2.3	43.3445945625255	2107679	73.20110800_E3D.110	NA	NA	PMZB00000000	SAMN08179067
Chlamydiae_palsa_1444	95.1	0.9	42.6696443362121	2257809	73.20120700_P3D.326	NA	NA	PLXY00000000	SAMN08179886
Chlamydiae_palsa_1448	82.09	1.73	46.0346338284106	1854541	73.20120700_P3D.493	NA	NA	PLXF00000000	SAMN08179905
Chloroflexi_fen_1014	87.79	0.45	47.6880562233826	2820612	73.20100900_E1D.16	NA	NA	PMMG00000000	SAMN08178725
Chloroflexi_fen_1015	81.96	0.93	68.0651743936457	2042607	73.20110600_E2D.3	NA	NA	PMMK00000000	SAMN08178729
Chloroflexi_fen_1016	83.8	7.46	47.6430912391068	2871487	73.20100900_E1D.16	NA	NA	PMMT00000000	SAMN08178738
Chloroflexi_fen_1017	85.55	0	47.634603094999	2919840	73.20100900_E1D.16	NA	NA	PMNB00000000	SAMN08178748
Chloroflexi_fen_1018	83.65	1.83	67.9909390825756	2317180	73.20110600_E2D.3	NA	NA	PMNK00000000	SAMN08178757
Chloroflexi_fen_1019	91.38	1.23	67.9775697746317	2349525	73.20110600_E2D.3	NA	NA	PMNU00000000	SAMN08178767
Chloroflexi_fen_1020	73.28	0.19	68.05517688962	1949665	73.20110600_E2D.3	NA	NA	PMSC00000000	SAMN08178881
Chloroflexi_fen_1021	85.11	2.16	68.0652763779447	2246519	73.20110600_E2D.3	NA	NA	PMSH00000000	SAMN08178886
Chloroflexi_fen_1022	74.78	3.06	68.2217460803833	2655204	73.20120600_E3D.25	NA	NA	PMXJ00000000	SAMN08179021
Chloroflexi_fen_1023	90.38	6.48	67.7356621352796	2896743	73.20120800_E2D.21	NA	NA	PMXO00000000	SAMN08179026
Chloroflexi_fen_1024	94.28	0.93	68.3544802219844	3023465	73.20110800_E1D.46	NA	NA	PMXQ00000000	SAMN08179029
Chloroflexi_fen_1025	91.05	2.16	68.0252657989971	2355413	73.20110600_E2D.3	NA	NA	PMMA00000000	SAMN08179028
Chloroflexi_fen_1026	84.69	1.85	67.1633784163849	2921251	73.20110800_E1D.52	NA	NA	PMXR00000000	SAMN08179030
Chloroflexi_fen_1027	82.18	0	52.475854727656	1802461	73.20120800_E3S.24	NA	NA	PMYC00000000	SAMN08179042
Chloroflexi_fen_1028	84.11	8.64	67.9556834097943	3580613	73.20110800_E2D.51	NA	NA	PMYI00000000	SAMN08179048
Chloroflexi_fen_1029	77.74	1.72	67.578393632615	2556102	73.20110800_E2D.56	NA	NA	PMYK00000000	SAMN08179050
Chloroflexi_fen_1030	87.95	8.14	47.0477047347345	3537118	73.20100900_E1D.16	NA	NA	PMYR00000000	SAMN08179057
Chloroflexi_fen_1031	81.49	4.59	67.798625156038	2575854	73.20120600_E3D.26	NA	NA	PMYU00000000	SAMN08179060
Chloroflexi_fen_1034	82.57	0.93	68.083155104616	2019957	73.20110600_E2D.3	NA	NA	PLEL00000000	SAMN08179261
Chloroflexi_fen_1038	73.82	0.1	52.5311656473718	3071785	73.20120600_E1D.109	NA	NA	PMLN00000000	SAMN08179526
Chloroflexi_fen_1039	80.25	2.29	65.9862998145555	2644018	73.20120600_E1D.124	NA	NA	PMLK00000000	SAMN08179529
Chloroflexi_fen_1040	84.08	4.95	47.3253965966323	3058714	73.20100900_E1D.16	NA	NA	PMLG00000000	SAMN08179533
Chloroflexi_fen_1041	72.15	0	67.9437527647623	2529231	73.20120600_E3D.26	NA	NA	PMKZ00000000	SAMN08179540
Chloroflexi_fen_1042	78.48	4.95	67.6416195396605	3062696	73.20120600_E1D.47	NA	NA	PMKV00000000	SAMN08179544
Chloroflexi_fen_1043	88.38	1.85	67.9982072942981	2210986	73.20110600_E2D.3	NA	NA	PMKU00000000	SAMN08179545
Chloroflexi_fen_1044	91.03	0.93	67.2166899443604	2778618	73.20120600_E2D.100	NA	NA	PMKN00000000	SAMN08179552
Chloroflexi_fen_1045	91.03	2.78	67.8885399167336	2739323	73.20120600_E3D.26	NA	NA	PMJY00000000	SAMN08179567
Chloroflexi_fen_1046	80.68	1.85	67.5945668338822	3291710	73.20120600_E2D.42	NA	NA	PMJT00000000	SAMN08179572
Chloroflexi_fen_1047	83.21	0.93	67.9854673708313	2171329	73.20110600_E2D.3	NA	NA	PMJV00000000	SAMN08179570
Chloroflexi_fen_1048	82.54	2.97	47.270876448836	3066876	73.20100900_E1D.16	NA	NA	PMJB00000000	SAMN08179590
Chloroflexi_fen_1049	84.31	4.55	47.65698499823	2710920	73.20120600_E3D.174	NA	NA	PMIV00000000	SAMN08179596
Chloroflexi_fen_1050	79.5	2.78	68.3441250769686	2379053	73.20120600_E3D.25	NA	NA	PMIQ00000000	SAMN08179602
Chloroflexi_fen_1051	91.52	2.78	67.8905883815919	2718830	73.20120600_E3D.26	NA	NA	PMIP00000000	SAMN08179603
Chloroflexi_fen_1052	85.39	0.93	67.9996154697417	2240369	73.20110600_E2D.3	NA	NA	PMII00000000	SAMN08179610
Chloroflexi_fen_1053	89.36	1.85	66.6006105146106	2775010	73.20120600_E3D.99	NA	NA	PMIE00000000	SAMN08179615
Chloroflexi_fen_1054	71.4	2.78	68.7048665589917	2605514	73.20120800_E1D.31	NA	NA	PMEU00000000	SAMN08179704
Chloroflexi_fen_1055	78.06	9.27	47.6920293746855	2480277	73.20100900_E1D.16	NA	NA	PMEJ00000000	SAMN08179716
Chloroflexi_fen_1056	84.76	3.7	68.0288752878439	2379811	73.20110600_E2D.3	NA	NA	PMEF00000000	SAMN08179720
Chloroflexi_fen_1057	87.23	4.95	47.5536884154371	2973664	73.20100900_E1D.16	NA	NA	PMEB00000000	SAMN08179724
Chloroflexi_fen_1058	80.11	3.64	57.9710589427647	6561765	73.20120700_E3M.207	NA	NA	PMDR00000000	SAMN08179735
Chloroflexi_fen_1059	72.82	2.75	67.939403984901	2559951	73.20120600_E3D.26	NA	NA	PMDL00000000	SAMN08179741
Chloroflexi_fen_1060	85.06	2.97	49.088866043003	2074796	73.20120700_E3M.23	NA	NA	PMDJ00000000	SAMN08179743
Chloroflexi_fen_1061	83.2	1.85	68.0270631444179	2288452	73.20110600_E2D.3	NA	NA	PMCW00000000	SAMN08179756
Chloroflexi_fen_1062	87.16	1.98	47.7039342956946	2778586	73.20100900_E1D.16	NA	NA	PMCT00000000	SAMN08179759
Chloroflexi_fen_1063	95.81	4.55	57.5887315669872	7698003	73.20120700_E3M.207	NA	NA	PMCF00000000	SAMN08179774
Chloroflexi_fen_1064	80.89	0.99	49.0576006680008	2086464	73.20120700_E3M.23	NA	NA	PMCB00000000	SAMN08179778
Chloroflexi_fen_1065	71.32	0.99	48.372472215319	2774674	73.20120700_E3M.266	NA	NA	PMBW00000000	SAMN08179783
Chloroflexi_fen_1066	84.08	0.93	67.4897663876522	3047450	73.20120700_E3M.37	NA	NA	PMBR00000000	SAMN08179788
Chloroflexi_fen_1067	83.06	4.63	67.1067554334211	3296615	73.20120700_E3M.75	NA	NA	PMBG00000000	SAMN08179799
Chloroflexi_fen_1069	94.8	2.78	68.7165766806351	2800466	73.20120800_E1D.31	NA	NA	PLOC00000000	SAMN08180086
Chloroflexi_fen_1070	75.31	0.4	50.0289423313153	3100039	73.20120800_E1D.55	NA	NA	PLNY00000000	SAMN08180091
Chloroflexi_fen_1071	89.81	1.85	67.483019730246	3018773	73.20120800_E2D.21	NA	NA	PLNK00000000	SAMN08180105
Chloroflexi_fen_1072	86.02	6.48	68.1281842304721	3435866	73.20110800_E1D.46	NA	NA	PLNI00000000	SAMN08180107
Chloroflexi_fen_1073	95.45	2	58.1240130525134	2822935	73.20120800_E2D.54	NA	NA	PLND00000000	SAMN08180112
Chloroflexi_fen_1074	90.43	1.39	67.5981001977738	3067214	73.20120800_E3S.35	NA	NA	PLMR00000000	SAMN08180124
Chloroflexi_fen_1075	90.1	0	51.37210499228	2137522	73.20120800_E3S.24	NA	NA	PLME00000000	SAMN08180137
Chloroflexi_fen_1076	94.8	1.39	67.6762890649568	3069137	73.20120800_E3S.35	NA	NA	PLMA00000000	SAMN08180141
Chloroflexi_fen_1077	78.71	3.23	50.0130327559806	2080543	73.20120800_E3X.37	NA	NA	PLLU00000000	SAMN08180147
Chloroflexi_fen_1078	93.62	2.97	50.5253044589494	2151312	73.20120800_E3X.37	NA	NA	PLLL00000000	SAMN08180156
Chloroflexi_fen_1079	93.78	2.78	68.2602579363128	2542101	73.20120800_E3X.6	NA	NA	PLLE00000000	SAMN08180163
Chloroflexi_palsa_1032	95.06	2.78	68.6158392724482	3062812	73.20110800_P1D.67	NA	NA	PNAP00000000	SAMN08179108
Chloroflexi_palsa_1033	88.5	0.08	69.2454943726257	3344747	73.20110800_P1M.33	NA	NA	PNAZ00000000	SAMN08179118
Chloroflexi_palsa_1035	70.79	8.64	65.909195993387	3556643	73.20120500_P28.39	NA	NA	PKWP00000000	SAMN08179471
Chloroflexi_palsa_1036	71.81	0.93	68.5367010763084	2779792	73.20110800_P1D.67	NA	NA	PKVP00000000	SAMN08179497
Chloroflexi_palsa_1037	87.49	0.93	68.5803522056295	3035335	73.20110800_P1D.67	NA	NA	PKVI00000000	SAMN08179504
Chloroflexi_palsa_1068	92.35	1.39	68.2876387855503	3603921	73.20120700_P3D.134	NA	NA	PLZO00000000	SAMN08179844
Cyanobacteria_palsa_1080	91.45	3.8	48.4836210404916	7839336	73.20120700_P3D.118	NA	NA	PLZS00000000	SAMN08179839
Cyanobacteria_palsa_1081	96.58	6.84	48.4694911066898	8362825	73.20120700_P3D.53	NA	NA	PLXC00000000	SAMN08179908
Deltaproteobacteria_bog_1090	90.5	2.21	43.3427074605305	3149391	73.20120800_E1D.9	NA	NA	PMQM00000000	SAMN08178839
Deltaproteobacteria_bog_1091	91.94	1.97	43.1919425280081	3160871	73.20120800_E1D.9	NA	NA	PMRL00000000	SAMN08178864
Deltaproteobacteria_bog_1093	88.06	1.33	43.6724893075208	3131351	73.20120800_E1D.9	NA	NA	PMVS00000000	SAMN08178978
Deltaproteobacteria_bog_1094	77.92	1.64	43.5548952290238	2757219	73.20120800_E1D.9	NA	NA	PMWX00000000	SAMN08179009
Deltaproteobacteria_bog_1107	94.19	1.65	43.2719706652375	3379961	73.20120800_E1D.9	NA	NA	PLHY00000000	SAMN08179168
Deltaproteobacteria_bog_1108	96.45	1.65	43.2260589785313	3413913	73.20120800_E1D.9	NA	NA	PLHE00000000	SAMN08179188
Deltaproteobacteria_bog_1109	94.28	1.94	43.3278782227139	3249097	73.20120800_E1D.9	NA	NA	PLGU00000000	SAMN08179199
Deltaproteobacteria_bog_1110	96.45	1.33	43.247615586901	3416030	73.20120800_E1D.9	NA	NA	PLGI00000000	SAMN08179212
Deltaproteobacteria_bog_1111	94.31	2.19	43.1452209074827	3254046	73.20120800_E1D.9	NA	NA	PLFM00000000	SAMN08179234
